doi	title	abstract	labels
10.1136/bmjopen-2017-017303	Physical and mental health factors associated with work engagement among Finnish female municipal employees: A cross-sectional study	Objectives: Work engagement is related to mental health, but studies of physical health’s association with work engagement are scarce. This study aims to evaluate the relationship between physical health, psychosocial risk factors and work engagement among Finnish women in municipal work units.Methods: A cross-sectional study was conducted in 2014 among 726 female employees from 10 municipal work units of the city of Pori, Finland. Work engagement was assessed with the nine-item Utrecht Work Engagement Scale. The American Heart Association’s concept of ideal cardiovascular health (CVH) was used to define physical health (non-smoking, body mass index Results: Of the study subjects, 25.2% had favourable 5–7 CVH metrics. The sum of CVH metrics, healthy diet and physical activity at goal were positively associated with work engagement. In subjects without psychosocial risk factors (36.7%), work engagement was high and stable. Presence of even one psychosocial risk factor was associated with a lower level of work engagement regardless of the sum of ideal CVH metrics.Conclusions: Both physical and mental health factors have a positive relationship with work engagement, whereas the presence of even one psychosocial risk factor has a negative association regardless of the level of classic cardiovascular risk factors.</p	['SDG03']
10.1590/0100-69912017004007	Trauma mechanism predicts the frequency and the severity of injuries in blunt trauma patients	RESUMO  Objetivo: analisar a correlação do mecanismo de trauma com a frequência e a gravidade das lesões.  Métodos: análise retrospectiva das informações do registro de trauma em período de 15 meses. O mecanismo de trauma foi classificado em seis tipos: ocupantes de veículo de quadro rodas envolvidos em acidente de tráfego (AUTO), pedestres vítimas de atropelamento (ATRO), motociclistas vítimas de acidentes de tráfego (MOTO), vítimas de quedas de altura (QUED), vítimas de agressão física com instrumentos contundentes (AGRE) e vítimas de queda do mesmo nível (QMN).  Resultados: o mecanismo de trauma foi classificado em 3639 casos, sendo 337 (9,3%) AUTO, 855 (23,5%) ATRO, 924 (25,4%) MOTO, 455 (12,5%) QUED, 424 (11,7%) AGRE e 644 (17,7%) QMN. Houve diferença significativa na comparação entre os grupos das médias dos índices do Revised Trauma Score (RTS), do Injury Severity Score (ISS) e da Abbreviated Injury Scale (AIS) do segmento cefálico, torácico, abdominal e extremidades (p&lt;0,05). Lesões graves em segmento cefálico foram mais frequentes nas vítimas de ATRO, seguidos de AGRE e QUED (p&lt;0,001). Lesões graves em tórax foram mais frequentes em AUTO, seguidos de QUED e ATRO (p&lt;0,001). As lesões abdominais foram menos frequentes nas vítimas de QMN (p=0,004). Lesões graves em extremidades foram mais frequentes em ATRO, seguidos de MOTO e QUED (p&lt;0,001).  Conclusão: com a análise do mecanismo de trauma é possível prever a frequência e a gravidade das lesões em vítimas de trauma fechado.</jats:p	['SDG03']
10.1111/tgis.12259	Geographically weighted regression-based determinants of malaria incidences in northern China		['SDG03']
10.1038/s41467-017-00775-2	Upstream watershed condition predicts rural children's health across 35 developing countries		['SDG03']
10.1111/1471-0528.14919	The 50th Anniversary of the Abortion Act		['SDG03']
10.16250/j.32.1374.2017096	Epidemiological analysis of imported malaria in Suining City, Sichuan Province from 2011 to 2016		['SDG03']
10.1371/journal.pone.0185433	Validation of a pregnancy planning measure for Arabic-speaking women		['SDG03']
10.1016/j.jhealeco.2017.10.002	The effect of e-cigarette indoor vaping restrictions on adult prenatal smoking and birth outcomes		['SDG03']
10.1007/978-3-319-68548-9_45	A Smartphone-Based System for Detecting Falls Using Anomaly Detection		['SDG03']
10.5005/jp-journals-10006-1504	Female sterilization failure reported during 5 years at a tertiary care teaching hospital: A retrospective survey	ABSTRACT  Aim To study the changing trends of female sterilization failures reported during past 5 years (October 2011 to September 2016), and their etiological factors and outcome of pregnancies resulting due to failure at a tertiary center.   Materials and methods A retrospective study was conducted that included all women who had reported as tubal ligation failure in the family planning unit of the Department of Obstetrics and Gynaecology in our institution during a 5-year span (2011 to 2016). Data were collected from case records maintained in the Family Planning Unit and Medical Record Department.   Results Sixty-eight cases of sterilization failure with longest interval of 19 years were documented, out of which 21 (30.9%) were interval laparoscopic ligation, 29 (42.6%) medical termination of pregnancy with lap ligation, 2 (0.9%) postpartum sterilization, and 10 (14.7%) concurrent with lower segment cesarean section. Only 37 (54.41%) patients reported failure in 1st trimester, 4 (5.8%) were beyond 20 weeks gestation, and 2 (2.9%) presented as ruptured ectopic pregnancy. There were six cases (14%) of spontaneous recanalization, three (6.9%) due to tuboperitoneal fistula, and 79% due to improper surgical technique.   Conclusion Female sterilization failure is a proven entity that can occur at any age, method, and interval. Failures due to improper technique can be prevented by following standard guidelines for tubal sterilization.   How to cite this article Sharma R, Gupta R, Guleria K, Suneja A. Female Sterilization Failure reported during 5 Years at a Tertiary Care Teaching Hospital: A Retrospective Survey. J South Asian Feder Obst Gynae 2017;9(3):245-249. </jats:sec	['SDG03']
